areaname,state_name,county_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,total_pop
Sanilac County,Michigan,Sanilac County,44530,44568,44460,44196,44275,44004,43921,43499,42968,42064,39928
Swift County,Minnesota,Swift County,11923,11520,11436,11596,11403,10379,11203,11086,10961,10823,10724
Washington County,Mississippi,Washington County,62685,61654,60359,59160,58230,57626,56390,55482,54941,54616,67935
Osage County,Missouri,Osage County,13081,13056,13037,13224,13221,13317,13449,13364,13414,13561,12018
Saline County,Nebraska,Saline County,13860,13952,14027,14107,14051,13946,13770,13821,13773,13872,12715
Randolph County,North Carolina,Randolph County,131018,132192,133166,134221,134988,136568,138217,139318,140963,142151,106546
Stark County,Ohio,Stark County,378097,378403,378772,379234,379405,378868,379078,379823,380105,379466,367585
Woods County,Oklahoma,Woods County,9042,8846,8837,8641,8566,8540,8390,8471,8379,8418,9103
Scott County,Tennessee,Scott County,21171,21450,21532,21460,21546,21681,21820,21948,21944,21866,18358
Fisher County,Texas,Fisher County,4335,4234,4202,4129,4046,4041,3998,3948,3907,3866,4842
Houston County,Georgia,Houston County,111248,113289,116390,119996,123811,125862,128214,131291,133470,135715,89208
Pulaski County,Illinois,Pulaski County,7324,7181,7083,6946,6825,6663,6518,6444,6305,6218,7523
Sullivan County,Indiana,Sullivan County,21742,21722,21710,21675,21654,21512,21324,21313,21279,21153,18993
Polk County,Iowa,Polk County,375963,381093,385838,390092,393899,401993,409146,416276,422893,429439,327140
Rawlins County,Kansas,Rawlins County,2959,2875,2846,2765,2690,2601,2557,2536,2466,2425,3404
Magoffin County,Kentucky,Magoffin County,13317,13172,13237,13208,13196,13175,13110,13158,13051,13166,13077
Schoolcraft County,Michigan,Schoolcraft County,8922,8826,8731,8705,8769,8663,8638,8461,8174,8127,8302
Todd County,Minnesota,Todd County,24408,24461,24247,24128,24180,24038,23940,24013,23978,23869,23363
Wayne County,Mississippi,Wayne County,21196,21142,21142,21011,20940,20884,20972,21136,20814,20654,19517
Ozark County,Missouri,Ozark County,9529,9404,9410,9448,9379,9338,9403,9360,9386,9315,8598
Sarpy County,Nebraska,Sarpy County,123157,126040,129077,131988,135572,139135,142412,146249,150398,153504,102583
Richmond County,North Carolina,Richmond County,46545,46328,46501,46116,45963,45982,45817,45940,46028,45970,44511
Summit County,Ohio,Summit County,543606,545276,545922,545829,545774,545624,545120,544643,543315,542405,514990
Woodward County,Oklahoma,Woodward County,18427,18317,18382,18416,18720,18849,19016,19595,19729,19959,18976
Sequatchie County,Tennessee,Sequatchie County,11428,11540,11772,12044,12362,12710,13125,13464,13672,13915,8863
Floyd County,Texas,Floyd County,7737,7452,7290,7362,7131,6970,6840,6640,6493,6474,8497
Prince William County,Virginia,Prince William County,284301,297738,310048,321537,333786,345852,352828,360610,366092,379166,214954
Irwin County,Georgia,Irwin County,9959,9984,9962,10007,9692,10106,10227,9967,10303,10086,8649
Putnam County,Illinois,Putnam County,6075,6062,6068,6074,6014,5973,5925,5986,5994,6009,5730
Switzerland County,Indiana,Switzerland County,9094,9349,9501,9414,9467,9667,9568,9602,9623,9675,7738
Pottawattamie County,Iowa,Pottawattamie County,87966,87671,87944,88055,88781,88960,89393,89572,89986,90224,82628
Reno County,Kansas,Reno County,64691,64467,63961,63667,63363,63256,63215,63015,63227,63357,62389
Marion County,Kentucky,Marion County,18208,18337,18441,18547,18883,19029,19140,19195,19373,19486,16499
Shiawassee County,Michigan,Shiawassee County,71707,71927,71976,72133,72613,72223,72211,71749,70841,70006,69770
Traverse County,Minnesota,Traverse County,4120,3970,3918,3865,3847,3807,3759,3674,3602,3573,4463
Webster County,Mississippi,Webster County,10287,10259,10154,9950,9925,9810,9810,9783,9914,9852,10222
Pemiscot County,Missouri,Pemiscot County,20015,19823,19749,19470,19197,19047,18771,18579,18338,18193,21921
Saunders County,Nebraska,Saunders County,19852,19917,19832,19956,20049,20206,20107,20138,20069,20057,18285
Robeson County,North Carolina,Robeson County,123356,123573,123945,124463,124561,125885,126509,127782,128696,129559,105170
Trumbull County,Ohio,Trumbull County,224938,223888,222233,220357,218851,217034,215158,213245,211156,210157,227795
Sevier County,Tennessee,Sevier County,71701,73218,74398,75636,77311,79607,82075,83952,85361,86243,51050
Foard County,Texas,Foard County,1609,1623,1550,1527,1507,1457,1453,1398,1360,1334,1794
Pulaski County,Virginia,Pulaski County,35149,35135,34821,34747,34782,34684,34819,35011,35012,35022,34496
Jackson County,Georgia,Jackson County,41895,43631,45467,46952,49308,51949,55777,59727,62224,63544,30005
Randolph County,Illinois,Randolph County,33897,34005,33273,33064,33241,33015,33001,32826,32728,32686,34583
Tippecanoe County,Indiana,Tippecanoe County,149301,150643,151468,152553,153897,156397,160123,162867,165284,167964,130598
Poweshiek County,Iowa,Poweshiek County,18834,18850,18755,18806,18794,18625,18615,18662,18493,18423,19033
Republic County,Kansas,Republic County,5801,5650,5421,5296,5159,5083,4974,4914,4832,4808,6482
Marshall County,Kentucky,Marshall County,30121,30126,30211,30399,30550,30705,31007,31239,31226,31200,27205
Tuscola County,Michigan,Tuscola County,58273,58176,58038,58162,57954,57484,57042,56703,56066,55395,55498
Wabasha County,Minnesota,Wabasha County,21654,21787,21787,21855,21799,21754,21883,21763,21873,21884,19744
Wilkinson County,Mississippi,Wilkinson County,10291,10268,10272,10294,10208,10149,10328,10216,10164,10143,9678
Perry County,Missouri,Perry County,18136,18143,18256,18211,18318,18428,18466,18742,18707,18847,16648
Scotts Bluff County,Nebraska,Scotts Bluff County,36965,36532,36577,36467,36285,36289,36245,36390,36625,36865,36025
Rockingham County,North Carolina,Rockingham County,91999,92049,92421,92199,91652,91692,91933,92045,92114,92252,86064
Tuscarawas County,Ohio,Tuscarawas County,91028,91141,91385,91436,91600,91345,91163,91307,91261,91137,84090
Shelby County,Tennessee,Shelby County,898279,899543,902605,906280,908922,912418,919179,919964,919137,920232,826330
Fort Bend County,Texas,Fort Bend County,358759,375122,396554,416208,437642,458234,484522,508260,532609,556870,225421
Rappahannock County,Virginia,Rappahannock County,7080,7225,7213,7167,7220,7262,7187,7201,7170,7035,6622
Jasper County,Georgia,Jasper County,11488,11631,12028,12440,12615,13025,13432,13660,13869,13953,8453
Richland County,Illinois,Richland County,16242,16072,16155,16049,15934,15841,15678,15609,15456,15523,16545
Tipton County,Indiana,Tipton County,16559,16463,16458,16402,16379,16252,16144,16055,15933,15892,16119
Ringgold County,Iowa,Ringgold County,5461,5389,5294,5263,5246,5191,5101,5061,5013,4944,5420
Rice County,Kansas,Rice County,10732,10607,10517,10442,10462,10348,10168,10039,10128,10079,10610
Martin County,Kentucky,Martin County,12560,12414,12379,12279,13147,13560,13393,13259,13217,13070,12526
Van Buren County,Michigan,Van Buren County,76352,76737,77259,77628,78016,77922,78089,77915,77978,78227,70060
Wadena County,Minnesota,Wadena County,13719,13649,13636,13460,13398,13446,13295,13377,13327,13269,13154
Winston County,Mississippi,Winston County,20166,20061,19902,19850,19788,19654,19606,19701,19447,19309,19433
Pettis County,Missouri,Pettis County,39441,39487,39407,39485,39626,40127,40538,40794,41065,41421,35437
Seward County,Nebraska,Seward County,16530,16624,16592,16533,16684,16597,16647,16476,16674,16481,15450
Rowan County,North Carolina,Rowan County,130686,132178,133347,133261,133116,133644,135418,137337,139739,140798,110605
Union County,Ohio,Union County,41195,42479,42899,43719,44642,45387,46680,47719,48339,48903,31969
Smith County,Tennessee,Smith County,17792,17962,18096,18208,18263,18466,18663,18857,19130,19201,14143
Franklin County,Texas,Franklin County,9467,9595,9624,9699,9859,10906,10943,11028,10856,10841,7802
Richmond County,Virginia,Richmond County,8792,8870,8921,8980,9042,9015,9097,9160,9117,8961,7273
Jeff Davis County,Georgia,Jeff Davis County,12720,12721,12794,12797,12861,13017,13186,13237,13462,13659,12032
Rock Island County,Illinois,Rock Island County,149143,148641,148140,147044,146817,146451,146341,147071,146661,146826,148723
Union County,Indiana,Union County,7340,7269,7262,7136,7084,7116,7117,7104,7037,7040,6976
Sac County,Iowa,Sac County,11474,11358,11040,10848,10717,10528,10473,10294,10199,10059,12324
Riley County,Kansas,Riley County,63085,63371,63755,65474,66144,67507,69164,69406,71113,71341,67139
Mason County,Kentucky,Mason County,16786,16798,16809,16694,16760,16868,17073,17185,17365,17378,16666
Washtenaw County,Michigan,Washtenaw County,324491,329234,333619,337039,340622,343858,346042,347807,344767,347563,282937
Waseca County,Minnesota,Waseca County,19517,19494,19496,19412,19245,19289,19344,19426,19375,18771,18079
Yalobusha County,Mississippi,Yalobusha County,13161,13404,13372,13408,13376,13487,13572,13740,13658,13773,12033
Phelps County,Missouri,Phelps County,39882,39925,40658,41095,41555,41995,42420,42451,42132,42248,35248
Sheridan County,Nebraska,Sheridan County,6175,5970,5942,5760,5733,5579,5478,5402,5290,5264,6750
Rutherford County,North Carolina,Rutherford County,62962,63155,62969,63042,62819,62779,63033,63103,63436,63415,56956
Van Wert County,Ohio,Van Wert County,29630,29393,29251,29154,29145,29035,29070,28893,28735,28496,30464
Stewart County,Tennessee,Stewart County,12447,12555,12679,12717,12669,12870,12886,13037,13257,13340,9479
Freestone County,Texas,Freestone County,17912,18095,18314,18333,18484,18582,18811,18820,19077,19390,15818
Roanoke County,Virginia,Roanoke County,85809,85874,86341,86922,87612,88483,89538,90043,90449,91011,79278
Jefferson County,Georgia,Jefferson County,17246,17080,16999,16840,16752,16614,16515,16385,16409,16478,17408
St. Clair County,Illinois,St. Clair County,256208,255922,257123,257753,258406,258849,260503,261238,262131,263617,262852
Vanderburgh County,Indiana,Vanderburgh County,171953,171976,172183,172850,173328,173521,174161,174819,174786,175434,165058
Scott County,Iowa,Scott County,158678,158542,158677,158808,159323,160073,161473,162339,164437,166650,150973
Rooks County,Kansas,Rooks County,5663,5547,5452,5378,5326,5252,5198,5134,5088,4984,6039
Meade County,Kentucky,Meade County,26523,26789,27190,27320,27822,27908,27520,27207,27013,26501,24170
Wayne County,Michigan,Wayne County,2058758,2059824,2054221,2046478,2037048,2025145,2008730,1981238,1949024,1925848,2111687
Washington County,Minnesota,Washington County,202547,206692,209254,212403,213982,217534,222139,226384,229740,231958,145860
Yazoo County,Mississippi,Yazoo County,28128,27770,27677,27804,27788,27839,28740,28609,28311,27981,25506
Pike County,Missouri,Pike County,18314,18267,18307,18390,18317,18629,18592,18446,18498,18406,15969
Sherman County,Nebraska,Sherman County,3297,3258,3167,3130,3132,3087,2973,2944,2925,2881,3718
Sampson County,North Carolina,Sampson County,60302,60714,61024,61481,61775,62138,62599,63094,63437,63713,47297
Vinton County,Ohio,Vinton County,12818,12930,13015,13165,13188,13221,13339,13362,13219,13228,11098
Sullivan County,Tennessee,Sullivan County,152921,152421,152605,152392,151601,151974,152505,153500,154039,154552,143596
Frio County,Texas,Frio County,16194,16214,16294,16204,16161,16141,16140,16104,16138,16156,13472
Rockbridge County,Virginia,Rockbridge County,20837,20781,20762,20846,20951,21159,21229,21436,21438,21294,18350
Lake and Peninsula Borough,Alaska,Lake and Peninsula Borough,1809,1693,1585,1574,1576,1557,1529,1525,1494,1485,1666
Jenkins County,Georgia,Jenkins County,8594,8607,8588,8560,8540,8581,8613,8542,8472,8450,8247
Saline County,Illinois,Saline County,26631,26370,26269,26112,26128,25961,25996,26008,25826,25738,26551
Vermillion County,Indiana,Vermillion County,16770,16608,16496,16396,16389,16440,16392,16337,16165,16172,16773
Shelby County,Iowa,Shelby County,13070,12992,12836,12747,12647,12408,12305,12289,12129,11957,13230
Rush County,Kansas,Rush County,3534,3494,3423,3390,3378,3304,3203,3169,3197,3143,3842
Menifee County,Kentucky,Menifee County,6595,6689,6734,6683,6727,6731,6741,6677,6693,6593,5092
Wexford County,Michigan,Wexford County,30524,30690,30752,31082,31229,31560,31630,31702,31674,31553,26360
Watonwan County,Minnesota,Watonwan County,11822,11820,11737,11556,11366,11204,11118,10991,10868,10912,11682
Platte County,Missouri,Platte County,74245,76424,78552,80411,82238,84037,85618,87658,89303,90688,57867
Sioux County,Nebraska,Sioux County,1470,1399,1429,1466,1411,1402,1369,1359,1311,1281,1549
Scotland County,North Carolina,Scotland County,36008,35939,35527,35489,36479,36403,36366,36427,36480,36292,33763
Warren County,Ohio,Warren County,160702,166848,173787,180779,187672,194167,199298,204045,207425,210712,113973
Sumner County,Tennessee,Sumner County,131163,133631,136009,137950,140853,143782,148547,152578,155704,158759,103281
Gaines County,Texas,Gaines County,14438,14246,14074,14178,14226,14382,14559,14807,15071,15382,14123
Rockingham County,Virginia,Rockingham County,67850,68587,69084,69573,70259,71719,72755,73814,74428,75134,57482
Johnson County,Georgia,Johnson County,8558,8474,8921,8906,9025,8893,8970,9414,9435,9300,8329
Sangamon County,Illinois,Sangamon County,189093,190303,191486,191850,192270,192622,193305,193845,194759,195716,178386
Vigo County,Indiana,Vigo County,105738,105313,104829,104770,103918,104335,105445,105718,105703,105967,106107
Sioux County,Iowa,Sioux County,31561,31742,31795,31782,31866,31905,32114,32017,32064,32244,29903
Russell County,Kansas,Russell County,7353,7151,7007,6936,6954,6769,6701,6724,6633,6596,7835
Mercer County,Kentucky,Mercer County,20826,20852,21036,21258,21396,21567,21580,21754,21850,21920,19148
Wilkin County,Minnesota,Wilkin County,7119,6960,6920,6864,6725,6634,6510,6486,6374,6264,7516
Polk County,Missouri,Polk County,27061,27427,27774,28216,28496,29040,29714,30193,30343,30626,21826
Stanton County,Nebraska,Stanton County,6424,6396,6484,6476,6480,6441,6442,6346,6260,6311,6244
Stanly County,North Carolina,Stanly County,58255,58596,58512,58433,58252,58434,58585,59183,59685,59794,51765
Washington County,Ohio,Washington County,63188,62751,62415,62393,62439,61936,61673,61448,61200,61048,62254
Tipton County,Tennessee,Tipton County,51537,52517,53064,53575,53942,55202,56460,57719,58841,59495,37568
Galveston County,Texas,Galveston County,250719,254545,260102,265136,269569,274494,278865,283540,288489,286814,217396
Russell County,Virginia,Russell County,29277,29060,28825,28857,28648,28596,28725,29029,29006,29250,28667
Jones County,Georgia,Jones County,23699,24160,24679,25401,26102,26652,26924,27279,27684,27740,20739
Schuyler County,Illinois,Schuyler County,7189,7031,6998,6974,7024,7065,6987,6943,6861,6730,7498
Wabash County,Indiana,Wabash County,34977,34626,34357,34109,33863,33476,33274,32929,32781,32558,35069
Story County,Iowa,Story County,80127,80057,81612,81453,81897,81757,83476,85232,86219,87214,74252
Saline County,Kansas,Saline County,53646,53869,53988,53738,53808,53888,53914,54105,54109,54364,49301
Metcalfe County,Kentucky,Metcalfe County,10020,10087,9968,9963,9998,10077,10104,10163,10169,10063,8963
Winona County,Minnesota,Winona County,50037,49822,49506,49474,49309,49570,49497,49699,49590,49436,47828
Pulaski County,Missouri,Pulaski County,41712,42867,43791,44586,44101,43929,43871,44402,44760,46457,41307
Thayer County,Nebraska,Thayer County,6033,5862,5674,5550,5402,5334,5173,5157,5083,5003,6635
Stokes County,North Carolina,Stokes County,44832,44878,44827,44896,45176,45422,45839,46031,46140,46150,37224
Wayne County,Ohio,Wayne County,111664,112109,112576,112826,112954,113209,113804,113748,114156,114222,101461
Trousdale County,Tennessee,Trousdale County,7308,7288,7287,7264,7301,7433,7531,7709,7816,7922,5920
Garza County,Texas,Garza County,4859,5032,4982,4943,5007,4789,4864,4744,4659,4659,5143
Scott County,Virginia,Scott County,23364,23094,22962,22821,22743,22792,22899,22840,22738,22585,23204
Matanuska-Susitna Borough,Alaska,Matanuska-Susitna Borough,59848,61910,64540,67515,71205,74988,79406,82404,85319,88379,39683
Lamar County,Georgia,Lamar County,15969,16338,16131,16239,16286,16566,16642,16930,17363,17550,13038
Scott County,Illinois,Scott County,5539,5511,5452,5429,5368,5333,5248,5219,5199,5193,5644
Warren County,Indiana,Warren County,8442,8559,8605,8588,8605,8619,8613,8548,8595,8491,8176
Tama County,Iowa,Tama County,18072,18014,17901,17846,17929,17897,17800,17670,17549,17377,17419
Scott County,Kansas,Scott County,5096,5077,4900,4775,4601,4629,4572,4523,4517,4560,5289
Monroe County,Kentucky,Monroe County,11739,11791,11728,11710,11635,11772,11745,11651,11512,11569,11401
Wright County,Minnesota,Wright County,90751,93741,98072,102241,106188,109628,113923,117196,119982,121907,68710
Putnam County,Missouri,Putnam County,5240,5187,5140,5091,5036,5032,5023,4880,4838,4759,5079
Thomas County,Nebraska,Thomas County,731,704,668,654,621,607,597,600,583,565,851
Surry County,North Carolina,Surry County,71294,71657,71900,71981,71672,71857,71965,72126,72388,72496,61704
Williams County,Ohio,Williams County,39205,39070,38919,38663,38602,38392,38366,38338,38109,37816,36956
Unicoi County,Tennessee,Unicoi County,17667,17559,17612,17687,17633,17558,17693,17702,17737,17740,16549
Gillespie County,Texas,Gillespie County,20911,21092,21543,22032,22321,22664,23242,23484,23872,24180,17204
Shenandoah County,Virginia,Shenandoah County,35239,35767,36377,37064,37931,38956,40060,40589,40984,41036,31636
Lanier County,Georgia,Lanier County,7252,7104,7155,7354,7304,7398,7677,8015,8320,8423,5531
Shelby County,Illinois,Shelby County,22831,22613,22490,22370,22156,22033,21890,21753,21793,21803,22261
Warrick County,Indiana,Warrick County,52517,52694,53150,54160,54815,55608,56211,57169,57814,58521,44920
Taylor County,Iowa,Taylor County,6978,6892,6810,6737,6677,6522,6541,6425,6337,6344,7114
Sedgwick County,Kansas,Sedgwick County,453546,456251,459961,460981,461872,464383,468338,475075,482317,490864,403662
Montgomery County,Kentucky,Montgomery County,22663,22814,23159,23429,23677,24202,24730,25183,25515,25835,19561
Yellow Medicine County,Minnesota,Yellow Medicine County,11045,10924,10740,10606,10430,10277,10199,10066,9926,9867,11684
Ralls County,Missouri,Ralls County,9653,9635,9631,9570,9552,9694,9729,9729,9670,9634,8476
Thurston County,Nebraska,Thurston County,7157,7150,7096,7137,7136,7250,7233,7265,7208,7306,6936
Swain County,North Carolina,Swain County,13031,12983,13017,13071,13076,13261,13447,13345,13377,13404,11268
Wood County,Ohio,Wood County,121195,122029,122208,122726,124066,124592,124868,125047,124989,125380,113269
Union County,Tennessee,Union County,17859,18283,18402,18581,18570,18637,18787,18931,19118,19164,13694
Glasscock County,Texas,Glasscock County,1401,1345,1332,1324,1283,1265,1195,1162,1211,1221,1447
Smyth County,Virginia,Smyth County,33081,32882,32731,32533,32297,32179,32218,31988,31857,31738,32370
Laurens County,Georgia,Laurens County,44957,45142,45606,46210,46240,46629,47158,47480,47986,48295,39988
Stark County,Illinois,Stark County,6320,6302,6255,6174,6141,6094,6106,6088,6074,6019,6534
Washington County,Indiana,Washington County,27262,27446,27582,27573,27630,27607,27817,27864,27883,27729,23717
Union County,Iowa,Union County,12272,12201,12083,11881,11919,11943,11990,12051,12154,12241,12750
Seward County,Kansas,Seward County,22545,22518,22702,22688,22623,22449,22396,22637,22747,23013,18743
Morgan County,Kentucky,Morgan County,13967,14061,14187,14230,14357,14264,14236,14261,14165,14092,11648
Randolph County,Missouri,Randolph County,24670,24696,24711,25008,25196,25434,25457,25608,25641,25501,24370
Valley County,Nebraska,Valley County,4644,4607,4512,4535,4427,4328,4288,4236,4144,4108,5169
Transylvania County,North Carolina,Transylvania County,29342,29267,29378,29164,29228,29430,29684,29958,30155,30203,25520
Wyandot County,Ohio,Wyandot County,22910,22776,22772,22730,22797,22663,22540,22488,22409,22394,22254
Van Buren County,Tennessee,Van Buren County,5511,5470,5491,5390,5377,5369,5350,5428,5488,5480,4846
Goliad County,Texas,Goliad County,6974,6997,7009,7067,6987,6969,6999,7001,7029,7033,5980
Southampton County,Virginia,Southampton County,17484,17460,17291,17298,17368,17616,17776,18430,18582,18483,17022
Lee County,Georgia,Lee County,24884,26745,27727,28837,29926,30881,32180,33028,33804,34410,16250
Stephenson County,Illinois,Stephenson County,48882,48443,48034,47996,47822,47290,46957,46723,46598,46537,48052
Wayne County,Indiana,Wayne County,71017,70527,70163,69910,69311,68843,68532,68100,67727,67552,71951
Van Buren County,Iowa,Van Buren County,7817,7735,7736,7671,7664,7625,7640,7676,7690,7679,7676
Shawnee County,Kansas,Shawnee County,170063,170345,170349,170744,171178,171568,172563,173764,175073,176255,160976
Muhlenberg County,Kentucky,Muhlenberg County,31796,31755,31598,31505,31523,31458,31429,31450,31279,31274,31318
Ray County,Missouri,Ray County,23374,23390,23478,23608,23621,23457,23671,23520,23531,23358,21968
Washington County,Nebraska,Washington County,18790,19082,19168,19347,19383,19600,19744,19849,19710,19718,16607
Tyrrell County,North Carolina,Tyrrell County,4120,4123,4155,4225,4139,4097,4121,4159,4104,4078,3856
Warren County,Tennessee,Warren County,38404,38682,38691,39072,39184,39372,39652,39910,40162,40481,32992
Gonzales County,Texas,Gonzales County,18673,18702,18850,19122,19299,19559,19513,19372,19498,19610,17205
Spotsylvania County,Virginia,Spotsylvania County,91504,96418,101878,106576,110552,114909,117718,118939,120015,120977,57397
Liberty County,Georgia,Liberty County,61448,60435,61570,60714,62119,63011,60362,60542,58871,62186,52745
Tazewell County,Illinois,Tazewell County,128494,128132,128107,127768,128349,129176,129837,130972,131493,132466,123692
Wells County,Indiana,Wells County,27600,27602,27719,27754,27769,27750,27783,27771,27729,27566,25948
Wapello County,Iowa,Wapello County,36005,35954,35803,35716,35651,35771,35673,35344,35297,35334,35696
Sheridan County,Kansas,Sheridan County,2794,2708,2636,2603,2521,2524,2478,2454,2463,2435,3043
Nelson County,Kentucky,Nelson County,37677,38201,38813,39478,40175,40859,41766,42434,43101,43550,29710
Reynolds County,Missouri,Reynolds County,6717,6527,6589,6545,6542,6480,6435,6403,6315,6202,6661
Wayne County,Nebraska,Wayne County,9805,9715,9564,9553,9446,9455,9496,9260,9210,9249,9364
Union County,North Carolina,Union County,125577,131562,138218,144016,151198,160555,172182,184479,193400,198645,84210
Washington County,Tennessee,Washington County,107488,107651,109294,110172,111133,112664,114895,116717,118874,120598,92336
Gray County,Texas,Gray County,22578,22094,21762,21511,21220,21356,21596,21830,22101,22074,23967
Stafford County,Virginia,Stafford County,93527,98129,103703,109123,113277,116672,118450,120803,122090,124166,62255
Nome Census Area,Alaska,Nome Census Area,9171,9188,9185,9260,9397,9377,9293,9310,9326,9391,8288
Lincoln County,Georgia,Lincoln County,8351,8377,8353,8319,8207,8168,8076,8031,8003,7913,7442
Union County,Illinois,Union County,18256,18121,18108,18137,18076,18100,18118,18123,18042,18005,17619
White County,Indiana,White County,25224,25197,24952,24621,24405,24153,23992,23793,23811,23452,23265
Warren County,Iowa,Warren County,40778,41010,41282,41943,42263,42923,43677,44292,44793,45275,36033
Sherman County,Kansas,Sherman County,6746,6589,6359,6237,6113,6064,5872,5890,5891,5860,6926
Nicholas County,Kentucky,Nicholas County,6784,6845,6949,6973,7007,6968,6950,6919,6894,6874,6725
Ripley County,Missouri,Ripley County,13492,13403,13480,13545,13566,13564,13620,13558,13477,13395,12303
Webster County,Nebraska,Webster County,4053,3982,3890,3830,3784,3696,3601,3574,3471,3431,4279
Vance County,North Carolina,Vance County,43123,43655,43537,43247,43066,42871,43067,42950,42990,43056,38892
Wayne County,Tennessee,Wayne County,16833,17029,16965,16845,16761,16696,16664,16575,16519,16506,13935
Grayson County,Texas,Grayson County,110993,112375,113256,114358,114908,115526,117030,118191,118786,120030,95019
Surry County,Virginia,Surry County,6841,6841,6898,6914,6887,6879,7009,7057,7096,7088,6145
Long County,Georgia,Long County,10354,10403,10576,10482,10753,10908,11175,11238,11413,12234,6202
Vermilion County,Illinois,Vermilion County,83796,83447,82909,82364,82136,81696,81502,80910,80453,80067,88257
Whitley County,Indiana,Whitley County,30722,31042,31272,31545,31716,31994,32353,32566,32748,32861,27651
Washington County,Iowa,Washington County,20701,21000,20982,20994,21011,21037,21100,21152,21214,21258,19612
Smith County,Kansas,Smith County,4515,4406,4291,4219,4153,4082,3997,3946,3852,3753,5078
Ohio County,Kentucky,Ohio County,22918,22991,23074,23014,23273,23382,23396,23497,23679,23534,21105
St. Charles County,Missouri,St. Charles County,286171,294709,302831,310632,318743,327594,336422,343833,349595,355367,212751
Wheeler County,Nebraska,Wheeler County,882,849,823,797,788,802,792,796,790,763,948
Wake County,North Carolina,Wake County,633517,659127,680443,701347,723095,753828,792940,831746,868068,897214,426311
Weakley County,Tennessee,Weakley County,34894,34351,34208,33944,33544,33542,33336,33231,33379,33459,31972
Gregg County,Texas,Gregg County,111287,111642,112403,113152,113735,114366,115898,116938,117665,119637,104948
Sussex County,Virginia,Sussex County,12476,12264,12037,12134,11930,11829,12086,12087,12135,12116,10248
North Slope Borough,Alaska,North Slope Borough,7369,7212,7149,7125,6942,6798,6675,6630,6725,6752,5986
Lowndes County,Georgia,Lowndes County,92238,92527,94272,95047,96953,98504,100482,101715,104684,106814,75981
Wabash County,Illinois,Wabash County,12903,12758,12633,12541,12458,12412,12306,12181,12100,11997,13111
Wayne County,Iowa,Wayne County,6725,6640,6635,6568,6501,6422,6391,6283,6267,6283,7067
Stafford County,Kansas,Stafford County,4751,4712,4627,4529,4432,4427,4387,4400,4346,4342,5365
Oldham County,Kentucky,Oldham County,46981,47851,48979,50823,52150,53357,55187,56605,57725,58095,33263
St. Clair County,Missouri,St. Clair County,9671,9587,9569,9483,9484,9457,9367,9437,9360,9276,8457
York County,Nebraska,York County,14572,14500,14319,14263,14034,14106,14243,14222,14013,13837,14428
Warren County,North Carolina,Warren County,19991,19960,19832,19805,19792,19773,19484,19514,19530,19425,17265
White County,Tennessee,White County,23131,23408,23554,23608,23885,24254,24592,24966,25230,25444,20090
Grimes County,Texas,Grimes County,23608,24170,24634,24853,24989,25072,25322,25752,25946,26011,18843
Tazewell County,Virginia,Tazewell County,44424,43979,43947,43930,43956,43831,43983,43942,44874,44907,45960
Ste. Genevieve County,Missouri,Ste. Genevieve County,17908,17898,17866,17921,17924,17876,17846,17829,17699,17542,16037
Lumpkin County,Georgia,Lumpkin County,21159,21915,22640,23549,24102,24818,25935,26607,27195,27528,14573
Warren County,Illinois,Warren County,18683,18446,18327,18114,17758,17704,17639,17591,17411,17409,19181
Webster County,Iowa,Webster County,40195,40037,39672,39372,38930,38574,38550,38448,38372,38346,40342
Stanton County,Kansas,Stanton County,2402,2410,2413,2350,2328,2218,2174,2136,2126,2107,2333
Owen County,Kentucky,Owen County,10574,10661,10868,10895,11107,11160,11194,11351,11390,11380,9035
St. Francois County,Missouri,St. Francois County,55743,56090,56549,57693,60320,61620,62110,62740,63314,63884,48904
Washington County,North Carolina,Washington County,13686,13527,13366,13367,13209,13178,13034,12873,12959,12851,13997
Williamson County,Tennessee,Williamson County,128097,132234,136335,140826,146014,152208,159540,166732,172314,176838,81021
Guadalupe County,Texas,Guadalupe County,89883,92075,94132,96445,99038,102313,107670,112581,117341,121432,64873
Warren County,Virginia,Warren County,31550,32050,32801,33498,34074,34977,35752,36300,36695,36713,26142
Northwest Arctic Borough,Alaska,Northwest Arctic Borough,7219,7244,7234,7277,7363,7374,7438,7425,7467,7444,6106
McDuffie County,Georgia,McDuffie County,21251,21292,21167,21176,21260,21386,21563,21526,21781,21862,20119
Washington County,Illinois,Washington County,15163,15236,15084,15110,15002,14820,14852,14725,14668,14560,14965
Winnebago County,Iowa,Winnebago County,11743,11533,11329,11303,11189,11167,10943,10772,10689,10602,12122
Stevens County,Kansas,Stevens County,5449,5366,5330,5308,5405,5323,5169,5045,5055,5129,5048
Owsley County,Kentucky,Owsley County,4863,4802,4742,4712,4776,4714,4644,4611,4652,4619,5036
St. Louis County,Missouri,St. Louis County,1016364,1015705,1012999,1008956,1004271,999523,996664,993690,992331,992408,993508
Watauga County,North Carolina,Watauga County,42808,43246,43413,43343,43187,43471,44227,44584,45421,45479,36952
Wilson County,Tennessee,Wilson County,89262,91051,93035,94836,97013,99762,103446,106535,110242,112377,67675
Hale County,Texas,Hale County,36581,35799,35460,35342,35971,35707,35733,35646,35179,35408,34671
